Ref_Date,GEO,CLS,CAPACITY,Vector,Coordinate,Value
2009,New Brunswick,"Electricity producer, private electric utilities",Wind power turbine,v53518063,5.3.3,96000.0
2010,New Brunswick,"Electricity producer, private electric utilities",Wind power turbine,v53518063,5.3.3,150000.0
2011,New Brunswick,"Electricity producer, private electric utilities",Wind power turbine,v53518063,5.3.3,150000.0
2012,New Brunswick,"Electricity producer, private electric utilities",Wind power turbine,v53518063,5.3.3,..
2013,New Brunswick,"Electricity producer, private electric utilities",Wind power turbine,v53518063,5.3.3,195000.0
2014,New Brunswick,"Electricity producer, private electric utilities",Wind power turbine,v53518063,5.3.3,294000.0
2015,New Brunswick,"Electricity producer, private electric utilities",Wind power turbine,v53518063,5.3.3,294000.0
2006,New Brunswick,"Electricity producer, private electric utilities",Total thermal,v53518064,5.3.6,340000.0
2007,New Brunswick,"Electricity producer, private electric utilities",Total thermal,v53518064,5.3.6,340000.0
2008,New Brunswick,"Electricity producer, private electric utilities",Total thermal,v53518064,5.3.6,340000.0
2009,New Brunswick,"Electricity producer, private electric utilities",Total thermal,v53518064,5.3.6,350000.0
2010,New Brunswick,"Electricity producer, private electric utilities",Total thermal,v53518064,5.3.6,350000.0
2011,New Brunswick,"Electricity producer, private electric utilities",Total thermal,v53518064,5.3.6,350000.0
2012,New Brunswick,"Electricity producer, private electric utilities",Total thermal,v53518064,5.3.6,..
2013,New Brunswick,"Electricity producer, private electric utilities",Total thermal,v53518064,5.3.6,248000.0
2014,New Brunswick,"Electricity producer, private electric utilities",Total thermal,v53518064,5.3.6,368000.0
2015,New Brunswick,"Electricity producer, private electric utilities",Total thermal,v53518064,5.3.6,368000.0
2006,New Brunswick,"Electricity producer, private electric utilities",Conventional steam turbine,v53518065,5.3.7,100000.0
2007,New Brunswick,"Electricity producer, private electric utilities",Conventional steam turbine,v53518065,5.3.7,100000.0
2008,New Brunswick,"Electricity producer, private electric utilities",Conventional steam turbine,v53518065,5.3.7,100000.0
2009,New Brunswick,"Electricity producer, private electric utilities",Conventional steam turbine,v53518065,5.3.7,100000.0
2010,New Brunswick,"Electricity producer, private electric utilities",Conventional steam turbine,v53518065,5.3.7,100000.0
2011,New Brunswick,"Electricity producer, private electric utilities",Conventional steam turbine,v53518065,5.3.7,100000.0
2012,New Brunswick,"Electricity producer, private electric utilities",Conventional steam turbine,v53518065,5.3.7,..
2013,New Brunswick,"Electricity producer, private electric utilities",Conventional steam turbine,v53518065,5.3.7,..
2014,New Brunswick,"Electricity producer, private electric utilities",Conventional steam turbine,v53518065,5.3.7,100000.0
2015,New Brunswick,"Electricity producer, private electric utilities",Conventional steam turbine,v53518065,5.3.7,100000.0
2006,New Brunswick,"Electricity producer, private electric utilities",Combustion turbine,v53518066,5.3.9,240000.0
2007,New Brunswick,"Electricity producer, private electric utilities",Combustion turbine,v53518066,5.3.9,240000.0
2008,New Brunswick,"Electricity producer, private electric utilities",Combustion turbine,v53518066,5.3.9,240000.0
2009,New Brunswick,"Electricity producer, private electric utilities",Combustion turbine,v53518066,5.3.9,250000.0
2010,New Brunswick,"Electricity producer, private electric utilities",Combustion turbine,v53518066,5.3.9,250000.0
2011,New Brunswick,"Electricity producer, private electric utilities",Combustion turbine,v53518066,5.3.9,250000.0
2012,New Brunswick,"Electricity producer, private electric utilities",Combustion turbine,v53518066,5.3.9,..
2013,New Brunswick,"Electricity producer, private electric utilities",Combustion turbine,v53518066,5.3.9,248000.0
2014,New Brunswick,"Electricity producer, private electric utilities",Combustion turbine,v53518066,5.3.9,268000.0
2015,New Brunswick,"Electricity producer, private electric utilities",Combustion turbine,v53518066,5.3.9,268000.0
2010,New Brunswick,"Electricity producer, private electric utilities",Internal combustion turbine,v105775411,5.3.10,..
2011,New Brunswick,"Electricity producer, private electric utilities",Internal combustion turbine,v105775411,5.3.10,..
2012,New Brunswick,"Electricity producer, private electric utilities",Internal combustion turbine,v105775411,5.3.10,..
2013,New Brunswick,"Electricity producer, private electric utilities",Internal combustion turbine,v105775411,5.3.10,..
2014,New Brunswick,"Electricity producer, private electric utilities",Internal combustion turbine,v105775411,5.3.10,..
2015,New Brunswick,"Electricity producer, private electric utilities",Internal combustion turbine,v105775411,5.3.10,..
2006,New Brunswick,"Electricity producer, industries",Total installed capacity,v53518067,5.4.1,78100.0
2007,New Brunswick,"Electricity producer, industries",Total installed capacity,v53518067,5.4.1,127300.0
2008,New Brunswick,"Electricity producer, industries",Total installed capacity,v53518067,5.4.1,109700.0
2009,New Brunswick,"Electricity producer, industries",Total installed capacity,v53518067,5.4.1,109700.0
2010,New Brunswick,"Electricity producer, industries",Total installed capacity,v53518067,5.4.1,109700.0
2011,New Brunswick,"Electricity producer, industries",Total installed capacity,v53518067,5.4.1,109700.0
2012,New Brunswick,"Electricity producer, industries",Total installed capacity,v53518067,5.4.1,..
2013,New Brunswick,"Electricity producer, industries",Total installed capacity,v53518067,5.4.1,112000.0
2014,New Brunswick,"Electricity producer, industries",Total installed capacity,v53518067,5.4.1,112600.0
2015,New Brunswick,"Electricity producer, industries",Total installed capacity,v53518067,5.4.1,114600.0
2006,New Brunswick,"Electricity producer, industries",Hydraulic turbine,v53518068,5.4.2,10800.0
2007,New Brunswick,"Electricity producer, industries",Hydraulic turbine,v53518068,5.4.2,0.0
2008,New Brunswick,"Electricity producer, industries",Hydraulic turbine,v53518068,5.4.2,..
2009,New Brunswick,"Electricity producer, industries",Hydraulic turbine,v53518068,5.4.2,..
2010,New Brunswick,"Electricity producer, industries",Hydraulic turbine,v53518068,5.4.2,..
2011,New Brunswick,"Electricity producer, industries",Hydraulic turbine,v53518068,5.4.2,..
2012,New Brunswick,"Electricity producer, industries",Hydraulic turbine,v53518068,5.4.2,..
2013,New Brunswick,"Electricity producer, industries",Hydraulic turbine,v53518068,5.4.2,..
2014,New Brunswick,"Electricity producer, industries",Hydraulic turbine,v53518068,5.4.2,..
2015,New Brunswick,"Electricity producer, industries",Hydraulic turbine,v53518068,5.4.2,..
2006,New Brunswick,"Electricity producer, industries",Total thermal,v53518069,5.4.6,67300.0
2007,New Brunswick,"Electricity producer, industries",Total thermal,v53518069,5.4.6,127300.0
2008,New Brunswick,"Electricity producer, industries",Total thermal,v53518069,5.4.6,109700.0
2009,New Brunswick,"Electricity producer, industries",Total thermal,v53518069,5.4.6,109700.0
2010,New Brunswick,"Electricity producer, industries",Total thermal,v53518069,5.4.6,109700.0
2011,New Brunswick,"Electricity producer, industries",Total thermal,v53518069,5.4.6,109700.0
2012,New Brunswick,"Electricity producer, industries",Total thermal,v53518069,5.4.6,..
2013,New Brunswick,"Electricity producer, industries",Total thermal,v53518069,5.4.6,112000.0
2014,New Brunswick,"Electricity producer, industries",Total thermal,v53518069,5.4.6,112600.0
2015,New Brunswick,"Electricity producer, industries",Total thermal,v53518069,5.4.6,114600.0
2006,New Brunswick,"Electricity producer, industries",Conventional steam turbine,v53518070,5.4.7,67300.0
2007,New Brunswick,"Electricity producer, industries",Conventional steam turbine,v53518070,5.4.7,127300.0
2008,New Brunswick,"Electricity producer, industries",Conventional steam turbine,v53518070,5.4.7,109700.0
2009,New Brunswick,"Electricity producer, industries",Conventional steam turbine,v53518070,5.4.7,109700.0
2010,New Brunswick,"Electricity producer, industries",Conventional steam turbine,v53518070,5.4.7,109700.0
2011,New Brunswick,"Electricity producer, industries",Conventional steam turbine,v53518070,5.4.7,109700.0
2012,New Brunswick,"Electricity producer, industries",Conventional steam turbine,v53518070,5.4.7,..
2013,New Brunswick,"Electricity producer, industries",Conventional steam turbine,v53518070,5.4.7,112000.0
2014,New Brunswick,"Electricity producer, industries",Conventional steam turbine,v53518070,5.4.7,112000.0
2015,New Brunswick,"Electricity producer, industries",Conventional steam turbine,v53518070,5.4.7,112000.0
2010,New Brunswick,"Electricity producer, industries",Internal combustion turbine,v105775412,5.4.10,..
2011,New Brunswick,"Electricity producer, industries",Internal combustion turbine,v105775412,5.4.10,..
2012,New Brunswick,"Electricity producer, industries",Internal combustion turbine,v105775412,5.4.10,..
2013,New Brunswick,"Electricity producer, industries",Internal combustion turbine,v105775412,5.4.10,..
2014,New Brunswick,"Electricity producer, industries",Internal combustion turbine,v105775412,5.4.10,600.0
2015,New Brunswick,"Electricity producer, industries",Internal combustion turbine,v105775412,5.4.10,2600.0
2006,Quebec,Total all classes of electricity producer,Total installed capacity,v53518071,6.1.1,40067801.0
2007,Quebec,Total all classes of electricity producer,Total installed capacity,v53518071,6.1.1,40945076.0
2008,Quebec,Total all classes of electricity producer,Total installed capacity,v53518071,6.1.1,41836467.0
2009,Quebec,Total all classes of electricity producer,Total installed capacity,v53518071,6.1.1,42222976.0
2010,Quebec,Total all classes of electricity producer,Total installed capacity,v53518071,6.1.1,42230993.0
2011,Quebec,Total all classes of electricity producer,Total installed capacity,v53518071,6.1.1,41749225.0
2012,Quebec,Total all classes of electricity producer,Total installed capacity,v53518071,6.1.1,..
2013,Quebec,Total all classes of electricity producer,Total installed capacity,v53518071,6.1.1,42404078.0
2014,Quebec,Total all classes of electricity producer,Total installed capacity,v53518071,6.1.1,43643758.0
2015,Quebec,Total all classes of electricity producer,Total installed capacity,v53518071,6.1.1,43731043.0
2006,Quebec,Total all classes of electricity producer,Hydraulic turbine,v53518073,6.1.2,36685549.0
2007,Quebec,Total all classes of electricity producer,Hydraulic turbine,v53518073,6.1.2,37439617.0
2008,Quebec,Total all classes of electricity producer,Hydraulic turbine,v53518073,6.1.2,38264765.0
2009,Quebec,Total all classes of electricity producer,Hydraulic turbine,v53518073,6.1.2,38414050.0
2010,Quebec,Total all classes of electricity producer,Hydraulic turbine,v53518073,6.1.2,38426460.0
2011,Quebec,Total all classes of electricity producer,Hydraulic turbine,v53518073,6.1.2,38183753.0
2012,Quebec,Total all classes of electricity producer,Hydraulic turbine,v53518073,6.1.2,..
2013,Quebec,Total all classes of electricity producer,Hydraulic turbine,v53518073,6.1.2,38584303.0
2014,Quebec,Total all classes of electricity producer,Hydraulic turbine,v53518073,6.1.2,40210710.0
2015,Quebec,Total all classes of electricity producer,Hydraulic turbine,v53518073,6.1.2,40158860.0
2006,Quebec,Total all classes of electricity producer,Wind power turbine,v53518074,6.1.3,321750.0
2007,Quebec,Total all classes of electricity producer,Wind power turbine,v53518074,6.1.3,321750.0
2008,Quebec,Total all classes of electricity producer,Wind power turbine,v53518074,6.1.3,420000.0
2009,Quebec,Total all classes of electricity producer,Wind power turbine,v53518074,6.1.3,657700.0
2010,Quebec,Total all classes of electricity producer,Wind power turbine,v53518074,6.1.3,786300.0
2011,Quebec,Total all classes of electricity producer,Wind power turbine,v53518074,6.1.3,1119900.0
2012,Quebec,Total all classes of electricity producer,Wind power turbine,v53518074,6.1.3,..
2013,Quebec,Total all classes of electricity producer,Wind power turbine,v53518074,6.1.3,1971588.0
2014,Quebec,Total all classes of electricity producer,Wind power turbine,v53518074,6.1.3,2082588.0
2015,Quebec,Total all classes of electricity producer,Wind power turbine,v53518074,6.1.3,2174488.0
2011,Quebec,Total all classes of electricity producer,Solar power turbine,v110824692,6.1.5,..
2012,Quebec,Total all classes of electricity producer,Solar power turbine,v110824692,6.1.5,..
2013,Quebec,Total all classes of electricity producer,Solar power turbine,v110824692,6.1.5,..
2014,Quebec,Total all classes of electricity producer,Solar power turbine,v110824692,6.1.5,20000.0
2015,Quebec,Total all classes of electricity producer,Solar power turbine,v110824692,6.1.5,20000.0
2006,Quebec,Total all classes of electricity producer,Total thermal,v53518075,6.1.6,3060502.0
2007,Quebec,Total all classes of electricity producer,Total thermal,v53518075,6.1.6,3183709.0
2008,Quebec,Total all classes of electricity producer,Total thermal,v53518075,6.1.6,3151702.0
